Name,AccountNumber,Site,Type,Industry,AnnualRevenue,Rating,Phone,Fax,Website,TickerSymbol,Ownership,NumberOfEmployees
Dummy Account 432,,,Prospect,Technology,,Warm,,,,,,
Dummy Account 484,,,Customer,Finance,,Hot,,,,,,
"United Oil & Gas, Singapore",,,Customer - Direct,Energy,,,,,,,,
Dummy Account 423,,,Partner,Finance,,Hot,,,,,,
Dummy Account 425,,,Prospect,Finance,,Cold,,,,,,
Dummy Account 417,,,Prospect,Retail,,Cold,,,,,,
Burlington Textiles Corp of America,,,Customer - Direct,Apparel,,Warm,,,,,,
Dummy Account 423,,,Partner,Finance,,Hot,,,,,,
Dummy Account 443,,,Prospect,Technology,,Hot,,,,,,
Account_9737_K,63331930,Site_D396,Customer,Healthcare,8609832.0,Warm,+1-7978880549,+1-1491832718,https://www.kzvnbmfx.com,BUU,Public,275.0
Account_4875_T,12515454,Site_O998,Partner,Finance,4527881.0,Cold,+1-2388401427,+1-7159607901,https://www.vavfdttk.com,FFR,Private,608.0
Dummy Account 475,,,Customer,Healthcare,,Cold,,,,,,
Dummy Account 408,,,Customer,Finance,,Warm,,,,,,
Grand Hotels & Resorts Ltd,,,Customer - Direct,Hospitality,,Warm,,,,,,
Dummy Account 485,,,Prospect,Technology,,Cold,,,,,,
Dummy Account 403,,,Partner,Healthcare,,Warm,,,,,,
Dummy Account 432,,,Prospect,Technology,,Warm,,,,,,
Dummy Account 470,,,Customer,Technology,,Warm,,,,,,
Dummy Account 440,,,Prospect,Retail,,Hot,,,,,,
Dummy Account 457,,,Partner,Technology,,Warm,,,,,,
Dummy Account 462,,,Customer,Finance,,Hot,,,,,,
Dummy Account 407,,,Prospect,Finance,,Hot,,,,,,
Dummy Account 447,,,Partner,Healthcare,,Warm,,,,,,
Dummy Account 457,,,Partner,Technology,,Warm,,,,,,
Dummy Account 448,,,Customer,Finance,,Hot,,,,,,
Dummy Account 434,,,Partner,Healthcare,,Warm,,,,,,
Dummy Account 435,,,Partner,Technology,,Cold,,,,,,
Dummy Account 456,,,Partner,Healthcare,,Cold,,,,,,
Dummy Account 478,,,Customer,Retail,,Cold,,,,,,
Dummy Account 483,,,Prospect,Technology,,Warm,,,,,,
Dummy Account 481,,,Prospect,Healthcare,,Hot,,,,,,
Dummy Account 426,,,Prospect,Retail,,Warm,,,,,,
Dummy Account 403,,,Partner,Healthcare,,Warm,,,,,,
Dummy Account 479,,,Customer,Technology,,Hot,,,,,,
Dummy Account 482,,,Prospect,Finance,,Warm,,,,,,
Account_3361_F,19477864,Site_L424,Partner,Technology,2283151.0,Warm,+1-4159219823,+1-3486812459,https://www.wprsrfsp.com,LLF,Public,425.0
Dummy Account 428,,,Partner,Healthcare,,Warm,,,,,,
Dummy Account 424,,,Prospect,Technology,,Cold,,,,,,
Dummy Account 411,,,Prospect,Healthcare,,Warm,,,,,,
Dummy Account 419,,,Prospect,Healthcare,,Hot,,,,,,
Account_7066_L,93400378,Site_W233,Customer,Finance,4112084.0,Hot,+1-6530557275,+1-2840815020,https://www.hluulyyx.com,UXU,Private,963.0
Name,,,Type,Industry,,Rating,,,,,,
Dummy Account 405,,,Prospect,Technology,,Warm,,,,,,
Dummy Account 455,,,Customer,Finance,,Warm,,,,,,
Dummy Account 460,,,Partner,Finance,,Hot,,,,,,
Dummy Account 445,,,Partner,Technology,,Cold,,,,,,
Dummy Account 416,,,Prospect,Healthcare,,Hot,,,,,,
University of Arizona,,,Customer - Direct,Education,,Warm,,,,,,
Dummy Account 447,,,Partner,Healthcare,,Warm,,,,,,
GenePoint,,,Customer - Channel,Biotechnology,,Cold,,,,,,
Dummy Account 412,,,Customer,Technology,,Warm,,,,,,
Dummy Account 458,,,Customer,Finance,,Cold,,,,,,
Dummy Account 458,,,Customer,Finance,,Cold,,,,,,
Dummy Account 404,,,Prospect,Retail,,Hot,,,,,,
Dummy Account 414,,,Customer,Finance,,Warm,,,,,,
Dummy Account 471,,,Prospect,Healthcare,,Cold,,,,,,
Dummy Account 468,,,Partner,Finance,,Cold,,,,,,
Dummy Account 411,,,Prospect,Healthcare,,Warm,,,,,,
Dummy Account 430,,,Partner,Technology,,Hot,,,,,,
Account_6831_I,69534230,Site_A588,Customer,Technology,8670190.0,Warm,+1-4248914859,+1-6528177129,https://www.hktuszdd.com,FXF,Public,917.0
United Oil & Gas Corp.,,,Customer - Direct,Energy,,Hot,,,,,,
Dummy Account 450,,,Prospect,Retail,,Cold,,,,,,
Dummy Account 467,,,Prospect,Retail,,Cold,,,,,,
Sample Account for Entitlements,,,,,,,,,,,,
Dummy Account 445,,,Partner,Technology,,Cold,,,,,,
United Oil & Gas Corp.,,,Customer - Direct,Energy,,Hot,,,,,,
Dummy Account 433,,,Partner,Technology,,Warm,,,,,,
University of Arizona,,,Customer - Direct,Education,,Warm,,,,,,
Dummy Account 442,,,Prospect,Finance,,Hot,,,,,,
Dummy Account 449,,,Customer,Retail,,Hot,,,,,,
Dummy Account 418,,,Customer,Healthcare,,Hot,,,,,,
Dummy Account 402,,,Partner,Finance,,Cold,,,,,,
Dummy Account 415,,,Prospect,Technology,,Cold,,,,,,
Dummy Account 431,,,Customer,Healthcare,,Warm,,,,,,
Dummy Account 470,,,Customer,Technology,,Warm,,,,,,
Dummy Account 414,,,Customer,Finance,,Warm,,,,,,
Dummy Account 461,,,Partner,Retail,,Cold,,,,,,
Dummy Account 464,,,Partner,Finance,,Warm,,,,,,
Account_4331_F,19059383,Site_A733,Partner,Technology,1167028.0,Cold,+1-2718481152,+1-6241296731,https://www.hblkxnsp.com,GIQ,Private,684.0
Dummy Account 459,,,Customer,Finance,,Warm,,,,,,
Dummy Account 448,,,Customer,Finance,,Hot,,,,,,
Dummy Account 454,,,Customer,Healthcare,,Warm,,,,,,
Name,,,Type,Industry,,Rating,,,,,,
Dickenson plc,,,Customer - Channel,Consulting,,,,,,,,
Dummy Account 401,,,Partner,Technology,,Cold,,,,,,
Dummy Account 424,,,Prospect,Technology,,Cold,,,,,,
Sample Account for Entitlements,,,,,,,,,,,,
Dummy Account 484,,,Customer,Finance,,Hot,,,,,,
Dummy Account 406,,,Customer,Healthcare,,Warm,,,,,,
Dummy Account 402,,,Partner,Finance,,Cold,,,,,,
Dummy Account 416,,,Prospect,Healthcare,,Hot,,,,,,
Dummy Account 410,,,Prospect,Retail,,Hot,,,,,,
Dummy Account 437,,,Prospect,Retail,,Hot,,,,,,
Dummy Account 439,,,Partner,Finance,,Warm,,,,,,
Dummy Account 425,,,Prospect,Finance,,Cold,,,,,,
Dummy Account 441,,,Customer,Healthcare,,Cold,,,,,,
Pyramid Construction Inc.,,,Customer - Channel,Construction,,,,,,,,
Dummy Account 444,,,Prospect,Retail,,Cold,,,,,,
Dummy Account 446,,,Prospect,Healthcare,,Warm,,,,,,
Dummy Account 451,,,Prospect,Healthcare,,Warm,,,,,,
Dummy Account 430,,,Partner,Technology,,Hot,,,,,,
Dummy Account 452,,,Partner,Retail,,Warm,,,,,,
Dickenson plc,,,Customer - Channel,Consulting,,,,,,,,
Dummy Account 459,,,Customer,Finance,,Warm,,,,,,
Dummy Account 465,,,Partner,Finance,,Cold,,,,,,
Dummy Account 466,,,Partner,Retail,,Cold,,,,,,
Dummy Account 468,,,Partner,Finance,,Cold,,,,,,
Dummy Account 469,,,Prospect,Retail,,Warm,,,,,,
Dummy Account 474,,,Partner,Retail,,Hot,,,,,,
Dummy Account 476,,,Customer,Healthcare,,Warm,,,,,,
Dummy Account 479,,,Customer,Technology,,Hot,,,,,,
Dummy Account 483,,,Prospect,Technology,,Warm,,,,,,
Dummy Account 485,,,Prospect,Technology,,Cold,,,,,,
Dummy Account 486,,,Partner,Retail,,Hot,,,,,,
Dummy Account 481,,,Prospect,Healthcare,,Hot,,,,,,
Dummy Account 412,,,Customer,Technology,,Warm,,,,,,
Dummy Account 433,,,Partner,Technology,,Warm,,,,,,
Dummy Account 406,,,Customer,Healthcare,,Warm,,,,,,
Dummy Account 434,,,Partner,Healthcare,,Warm,,,,,,
Dummy Account 435,,,Partner,Technology,,Cold,,,,,,
"United Oil & Gas, Singapore",,,Customer - Direct,Energy,,,,,,,,
Dummy Account 421,,,Customer,Healthcare,,Warm,,,,,,
Dummy Account 474,,,Partner,Retail,,Hot,,,,,,
"United Oil & Gas, UK",,,Customer - Direct,Energy,,,,,,,,
Account_5523_T,90208664,Site_G697,Prospect,Healthcare,7137710.0,Cold,+1-8500954785,+1-6324464244,https://www.nnuqwryb.com,UXV,Public,260.0
Edge Communications,,,Customer - Direct,Electronics,,Hot,,,,,,
Dummy Account 419,,,Prospect,Healthcare,,Hot,,,,,,
Dummy Account 444,,,Prospect,Retail,,Cold,,,,,,
Dummy Account 466,,,Partner,Retail,,Cold,,,,,,
Dummy Account 454,,,Customer,Healthcare,,Warm,,,,,,
Dummy Account 408,,,Customer,Finance,,Warm,,,,,,
Dummy Account 418,,,Customer,Healthcare,,Hot,,,,,,
Dummy Account 422,,,Customer,Technology,,Cold,,,,,,
Dummy Account 405,,,Prospect,Technology,,Warm,,,,,,
Dummy Account 401,,,Partner,Technology,,Cold,,,,,,
Dummy Account 426,,,Prospect,Retail,,Warm,,,,,,
Dummy Account 409,,,Customer,Healthcare,,Warm,,,,,,
GenePoint,,,Customer - Channel,Biotechnology,,Cold,,,,,,
Dummy Account 455,,,Customer,Finance,,Warm,,,,,,
Account_9891_E,36519044,Site_W781,Customer,Healthcare,2071101.0,Hot,+1-4704200645,+1-0820550254,https://www.kykxclhy.com,DKR,Public,931.0
Grand Hotels & Resorts Ltd,,,Customer - Direct,Hospitality,,Warm,,,,,,
Dummy Account 410,,,Prospect,Retail,,Hot,,,,,,
Dummy Account 431,,,Customer,Healthcare,,Warm,,,,,,
Dummy Account 436,,,Prospect,Retail,,Warm,,,,,,
Dummy Account 441,,,Customer,Healthcare,,Cold,,,,,,
Dummy Account 451,,,Prospect,Healthcare,,Warm,,,,,,
Dummy Account 467,,,Prospect,Retail,,Cold,,,,,,
Dummy Account 471,,,Prospect,Healthcare,,Cold,,,,,,
Dummy Account 472,,,Partner,Technology,,Warm,,,,,,
Dummy Account 475,,,Customer,Healthcare,,Cold,,,,,,
Dummy Account 486,,,Partner,Retail,,Hot,,,,,,
Account_3591_V,87500566,Site_H757,Prospect,Retail,7783793.0,Cold,+1-7147292212,+1-0844942350,https://www.efdanbex.com,NIT,Subsidiary,713.0
Account_1598_S,39554370,Site_O492,Customer,Finance,174127.0,Hot,+1-1694909764,+1-0402422023,https://www.xonotytm.com,OBH,Private,886.0
Account_7625_B,04309196,Site_R326,Customer,Finance,6030541.0,Warm,+1-5186500700,+1-0295617718,https://www.vujuamnn.com,BXD,Public,218.0
Account_8154_U,21404161,Site_C114,Customer,Healthcare,4503265.0,Warm,+1-3895456726,+1-3324250425,https://www.adxkrlxl.com,REJ,Private,743.0
Account_6996_Z,62910290,Site_U176,Customer,Technology,9260113.0,Cold,+1-6628711678,+1-4495725869,https://www.dutafsbg.com,DSP,Subsidiary,458.0
Account_4994_T,20657622,Site_Y468,Partner,Retail,1069518.0,Cold,+1-0653709439,+1-0017752987,https://www.xkuyhqpe.com,BUL,Subsidiary,471.0
Account_4232_V,81131975,Site_O483,Partner,Healthcare,4895940.0,Hot,+1-0851601964,+1-7176568602,https://www.rhayocuo.com,YYM,Private,458.0
Account_2875_C,35761690,Site_T806,Customer,Technology,7346917.0,Cold,+1-1300506449,+1-3351915232,https://www.hbzxuvfu.com,YNP,Private,955.0
Account_2225_X,77603739,Site_D589,Prospect,Finance,8061330.0,Warm,+1-3278853995,+1-9424533083,https://www.lblkkorr.com,BNB,Public,141.0
Account_4738_V,78633684,Site_D431,Prospect,Finance,1123128.0,Cold,+1-1266051271,+1-4975629722,https://www.wyqermjw.com,NJV,Public,668.0
Dummy Account 420,,,Partner,Finance,,Hot,,,,,,
Name,,,Type,Industry,,Rating,,,,,,
Dummy Account 445,,,Partner,Technology,,Cold,,,,,,
Dummy Account 465,,,Partner,Finance,,Cold,,,,,,
Dummy Account 447,,,Partner,Healthcare,,Warm,,,,,,
Dummy Account 405,,,Prospect,Technology,,Warm,,,,,,
Dummy Account 423,,,Partner,Finance,,Hot,,,,,,
Dummy Account 468,,,Partner,Finance,,Cold,,,,,,
Dummy Account 463,,,Partner,Technology,,Cold,,,,,,
Dummy Account 413,,,Partner,Healthcare,,Warm,,,,,,
"United Oil & Gas, UK",,,Customer - Direct,Energy,,,,,,,,
Dummy Account 473,,,Prospect,Finance,,Cold,,,,,,
Dummy Account 409,,,Customer,Healthcare,,Warm,,,,,,
Dummy Account 426,,,Prospect,Retail,,Warm,,,,,,
GenePoint,,,Customer - Channel,Biotechnology,,Cold,,,,,,
Dummy Account 461,,,Partner,Retail,,Cold,,,,,,
Dummy Account 429,,,Prospect,Technology,,Cold,,,,,,
University of Arizona,,,Customer - Direct,Education,,Warm,,,,,,
Dummy Account 476,,,Customer,Healthcare,,Warm,,,,,,
Dummy Account 451,,,Prospect,Healthcare,,Warm,,,,,,
Dummy Account 408,,,Customer,Finance,,Warm,,,,,,
Dummy Account 456,,,Partner,Healthcare,,Cold,,,,,,
Dickenson plc,,,Customer - Channel,Consulting,,,,,,,,
Dummy Account 418,,,Customer,Healthcare,,Hot,,,,,,
Dummy Account 410,,,Prospect,Retail,,Hot,,,,,,
Dummy Account 431,,,Customer,Healthcare,,Warm,,,,,,
Dummy Account 424,,,Prospect,Technology,,Cold,,,,,,
Dummy Account 432,,,Prospect,Technology,,Warm,,,,,,
Dummy Account 470,,,Customer,Technology,,Warm,,,,,,
Dummy Account 415,,,Prospect,Technology,,Cold,,,,,,
Dummy Account 446,,,Prospect,Healthcare,,Warm,,,,,,
Dummy Account 437,,,Prospect,Retail,,Hot,,,,,,
Dummy Account 416,,,Prospect,Healthcare,,Hot,,,,,,
Dummy Account 478,,,Customer,Retail,,Cold,,,,,,
Dummy Account 411,,,Prospect,Healthcare,,Warm,,,,,,
Dummy Account 422,,,Customer,Technology,,Cold,,,,,,
Dummy Account 428,,,Partner,Healthcare,,Warm,,,,,,
Dummy Account 453,,,Partner,Technology,,Warm,,,,,,
Pyramid Construction Inc.,,,Customer - Channel,Construction,,,,,,,,
Dummy Account 449,,,Customer,Retail,,Hot,,,,,,
Dummy Account 455,,,Customer,Finance,,Warm,,,,,,
Dummy Account 480,,,Prospect,Finance,,Warm,,,,,,
Dummy Account 460,,,Partner,Finance,,Hot,,,,,,
Dummy Account 466,,,Partner,Retail,,Cold,,,,,,
Sample Account for Entitlements,,,,,,,,,,,,
Dummy Account 483,,,Prospect,Technology,,Warm,,,,,,
Dummy Account 484,,,Customer,Finance,,Hot,,,,,,
Dummy Account 475,,,Customer,Healthcare,,Cold,,,,,,
Dummy Account 481,,,Prospect,Healthcare,,Hot,,,,,,
Dummy Account 434,,,Partner,Healthcare,,Warm,,,,,,
Dummy Account 450,,,Prospect,Retail,,Cold,,,,,,
Dummy Account 469,,,Prospect,Retail,,Warm,,,,,,
Dummy Account 467,,,Prospect,Retail,,Cold,,,,,,
Dummy Account 419,,,Prospect,Healthcare,,Hot,,,,,,
Dummy Account 454,,,Customer,Healthcare,,Warm,,,,,,
Dummy Account 430,,,Partner,Technology,,Hot,,,,,,
Dummy Account 436,,,Prospect,Retail,,Warm,,,,,,
Dummy Account 435,,,Partner,Technology,,Cold,,,,,,
Dummy Account 406,,,Customer,Healthcare,,Warm,,,,,,
Dummy Account 438,,,Customer,Technology,,Warm,,,,,,
Dummy Account 442,,,Prospect,Finance,,Hot,,,,,,
Dummy Account 459,,,Customer,Finance,,Warm,,,,,,
Dummy Account 443,,,Prospect,Technology,,Hot,,,,,,
Dummy Account 401,,,Partner,Technology,,Cold,,,,,,
Dummy Account 464,,,Partner,Finance,,Warm,,,,,,
Grand Hotels & Resorts Ltd,,,Customer - Direct,Hospitality,,Warm,,,,,,
Dummy Account 458,,,Customer,Finance,,Cold,,,,,,
Dummy Account 414,,,Customer,Finance,,Warm,,,,,,
Dummy Account 441,,,Customer,Healthcare,,Cold,,,,,,
Dummy Account 402,,,Partner,Finance,,Cold,,,,,,
United Oil & Gas Corp.,,,Customer - Direct,Energy,,Hot,,,,,,
Dummy Account 474,,,Partner,Retail,,Hot,,,,,,
Dummy Account 448,,,Customer,Finance,,Hot,,,,,,
Burlington Textiles Corp of America,,,Customer - Direct,Apparel,,Warm,,,,,,
Edge Communications,,,Customer - Direct,Electronics,,Hot,,,,,,
Express Logistics and Transport,,,Customer - Channel,Transportation,,Cold,,,,,,
Dummy Account 421,,,Customer,Healthcare,,Warm,,,,,,
"United Oil & Gas, Singapore",,,Customer - Direct,Energy,,,,,,,,
Dummy Account 486,,,Partner,Retail,,Hot,,,,,,
Dummy Account 403,,,Partner,Healthcare,,Warm,,,,,,
Dummy Account 404,,,Prospect,Retail,,Hot,,,,,,
Dummy Account 440,,,Prospect,Retail,,Hot,,,,,,
Dummy Account 425,,,Prospect,Finance,,Cold,,,,,,
Dummy Account 407,,,Prospect,Finance,,Hot,,,,,,
Dummy Account 427,,,Prospect,Retail,,Hot,,,,,,
Dummy Account 417,,,Prospect,Retail,,Cold,,,,,,
Dummy Account 412,,,Customer,Technology,,Warm,,,,,,
Dummy Account 433,,,Partner,Technology,,Warm,,,,,,
Dummy Account 439,,,Partner,Finance,,Warm,,,,,,
Dummy Account 444,,,Prospect,Retail,,Cold,,,,,,
Dummy Account 452,,,Partner,Retail,,Warm,,,,,,
Dummy Account 457,,,Partner,Technology,,Warm,,,,,,
Dummy Account 462,,,Customer,Finance,,Hot,,,,,,
Dummy Account 471,,,Prospect,Healthcare,,Cold,,,,,,
Dummy Account 479,,,Customer,Technology,,Hot,,,,,,
Dummy Account 472,,,Partner,Technology,,Warm,,,,,,
Dummy Account 477,,,Partner,Healthcare,,Hot,,,,,,
Dummy Account 482,,,Prospect,Finance,,Warm,,,,,,
Dummy Account 485,,,Prospect,Technology,,Cold,,,,,,
Account_5538_L,81078924,Site_M848,Partner,Finance,1029074.0,Cold,+1-9199895720,+1-2182288694,https://www.ndjssgzr.com,JUQ,Private,140.0
Account_8631_O,18301245,Site_M858,Customer,Retail,7146611.0,Cold,+1-1690757364,+1-5111958980,https://www.hzvkmhzt.com,ZEA,Public,369.0
Account_2117_G,64558871,Site_Y169,Partner,Technology,7164897.0,Hot,+1-6716427006,+1-2970681227,https://www.yadntner.com,WMS,Private,192.0
Account_7691_O,93209867,Site_H295,Customer,Healthcare,8839447.0,Cold,+1-4008360037,+1-7350942295,https://www.uxtlqdft.com,NBP,Subsidiary,185.0
Account_6141_L,47321659,Site_O226,Customer,Finance,3059654.0,Warm,+1-2941453400,+1-2195175979,https://www.qkgdehzv.com,YAM,Subsidiary,360.0
Account_8947_Q,12037727,Site_I916,Customer,Retail,9734741.0,Hot,+1-0933378584,+1-7322059105,https://www.wwtuskab.com,LRY,Public,600.0
Account_6659_Y,61770451,Site_J965,Prospect,Retail,1132025.0,Hot,+1-7621772505,+1-5285470848,https://www.otprjhlz.com,DOA,Public,340.0
Account_9952_W,96890158,Site_C480,Customer,Finance,6916161.0,Warm,+1-0497538476,+1-8118407755,https://www.acessixl.com,OPR,Public,232.0
Account_3633_I,8484414,Site_Z737,Prospect,Retail,7720240.0,Hot,+1-4288357001,+1-2337207768,https://www.cjfdwlta.com,TZJ,Private,384.0
Account_7272_O,77902233,Site_Q911,Prospect,Retail,2327128.0,Warm,+1-5384083202,+1-4855130246,https://www.xpdxrbad.com,IZQ,Subsidiary,949.0
Account_1711_L,11906002,Site_U693,Prospect,Technology,5085078.0,Hot,+1-2071679162,+1-1312144251,https://www.hniqvhzr.com,ZMU,Subsidiary,372.0
Account_6299_U,45176114,Site_F797,Customer,Retail,8928840.0,Warm,+1-2922375740,+1-8000184389,https://www.gmjjpmyz.com,TKZ,Public,758.0
Account_8158_K,15240838,Site_S423,Partner,Technology,2358545.0,Hot,+1-7568790441,+1-3687617419,https://www.svryyqyl.com,HIZ,Private,113.0
Account_3757_V,48475321,Site_F797,Partner,Finance,2974499.0,Hot,+1-2813984000,+1-6504397601,https://www.xddlbzww.com,YAI,Public,145.0
Account_6365_W,12892903,Site_T386,Customer,Technology,1836651.0,Warm,+1-1281434878,+1-2011657410,https://www.adjqbokb.com,XHG,Private,214.0
Account_5177_N,36141471,Site_J525,Partner,Technology,5219088.0,Warm,+1-7189668421,+1-0347849178,https://www.mlctmifc.com,WPI,Public,716.0
Account_3032_Y,96098852,Site_N871,Prospect,Healthcare,6601209.0,Warm,+1-6788680583,+1-2778277467,https://www.foboomjb.com,XLR,Subsidiary,379.0
Account_9624_T,33956506,Site_Q312,Partner,Retail,5712910.0,Cold,+1-8851000026,+1-9166962744,https://www.pubmfaav.com,YZR,Public,968.0
Account_7497_P,674990,Site_B481,Customer,Healthcare,6216837.0,Cold,+1-1997047571,+1-7046759513,https://www.qmldykzz.com,CSL,Subsidiary,933.0
Account_9280_N,84638307,Site_M496,Prospect,Retail,3314427.0,Hot,+1-7115737685,+1-1602840370,https://www.pjxroixt.com,FDC,Private,545.0
Account_3985_M,63788458,Site_H963,Prospect,Finance,3405152.0,Cold,+1-9186395783,+1-3853640029,https://www.ikkwwafv.com,TBR,Public,723.0
Account_5380_H,84165944,Site_H347,Partner,Healthcare,5586978.0,Cold,+1-9657303381,+1-5835978623,https://www.axhrumzt.com,JNN,Subsidiary,758.0
Account_5393_T,83722736,Site_X237,Partner,Healthcare,8055659.0,Warm,+1-4347965097,+1-7964753819,https://www.gvuihvsf.com,VPM,Subsidiary,478.0
Account_9541_T,29722637,Site_I931,Customer,Technology,6042161.0,Hot,+1-7788643373,+1-6140095956,https://www.cwdxirfm.com,YRI,Private,434.0
Account_3179_E,15271950,Site_F992,Partner,Healthcare,7189379.0,Warm,+1-9518466297,+1-2204358285,https://www.wsvbifrb.com,OZI,Private,874.0
Account_6697_G,41399086,Site_C212,Partner,Finance,7402421.0,Cold,+1-8508728514,+1-6976350075,https://www.qfqkxbak.com,PQQ,Subsidiary,495.0
Account_4894_V,95724164,Site_T862,Partner,Technology,6977078.0,Cold,+1-6167368884,+1-3819897678,https://www.igfjbjvl.com,KEW,Subsidiary,930.0
Account_5217_V,64084895,Site_Q961,Customer,Finance,9270728.0,Hot,+1-5306296620,+1-9446879893,https://www.drlrikjn.com,ISR,Private,852.0
Account_6219_O,63858773,Site_Y387,Customer,Technology,6179412.0,Warm,+1-9075803066,+1-0454540630,https://www.ctyxgclk.com,HEZ,Subsidiary,531.0
Account_2148_P,69092529,Site_G666,Prospect,Finance,1811041.0,Hot,+1-9566794114,+1-9050601394,https://www.ramdfere.com,FLR,Subsidiary,856.0
Account_8487_A,67392669,Site_Z428,Customer,Technology,3827748.0,Warm,+1-9466438761,+1-4932301881,https://www.xttfxqgq.com,BVK,Subsidiary,20.0
Account_1270_B,71970078,Site_A363,Customer,Technology,1136032.0,Hot,+1-5982774416,+1-0540723351,https://www.kdjesndo.com,RUW,Private,407.0
Account_1393_S,74318587,Site_T371,Partner,Retail,9012561.0,Hot,+1-1111005919,+1-8641037681,https://www.anlpkzfl.com,YWW,Subsidiary,443.0
Account_3978_E,20489991,Site_X734,Customer,Finance,6033009.0,Cold,+1-9508131033,+1-3331678154,https://www.pzzelfca.com,XDF,Subsidiary,238.0
Account_6658_V,80956239,Site_T853,Customer,Finance,8246298.0,Warm,+1-2687001499,+1-3817850524,https://www.wiykzcmh.com,WHO,Private,193.0
Account_6645_W,69998622,Site_U743,Prospect,Healthcare,3935013.0,Warm,+1-0632227225,+1-3411621555,https://www.dmyabukf.com,KKP,Public,377.0
Account_7671_C,40686928,Site_C454,Prospect,Healthcare,3049951.0,Warm,+1-1132493334,+1-5046062399,https://www.kbocbckt.com,LXI,Subsidiary,701.0
Account_7004_X,17904144,Site_Y196,Customer,Technology,5502521.0,Hot,+1-9319126686,+1-4488916558,https://www.yokjrful.com,PWR,Public,775.0
Account_5755_G,22555707,Site_A646,Partner,Retail,5541407.0,Cold,+1-0483603407,+1-9157014443,https://www.pjskxqfl.com,TLE,Public,654.0
Account_9618_O,54049995,Site_C735,Prospect,Healthcare,7622508.0,Cold,+1-7724285548,+1-6413438036,https://www.efpuuawd.com,DCY,Private,125.0
Account_5601_X,94279224,Site_I796,Prospect,Retail,4304076.0,Warm,+1-1267982066,+1-7895161316,https://www.zzwjkjut.com,BUQ,Subsidiary,759.0
Account_3014_O,15362063,Site_T153,Customer,Technology,4574044.0,Warm,+1-3051853639,+1-2309527692,https://www.owfbzzar.com,PUR,Public,354.0
Account_7148_P,76830346,Site_I723,Customer,Retail,2429976.0,Warm,+1-7516015924,+1-4893344105,https://www.bpioiafk.com,SMU,Subsidiary,286.0
Account_1879_H,1907501,Site_Y625,Prospect,Healthcare,8427913.0,Warm,+1-0804230812,+1-8756834513,https://www.zkzezwvp.com,NPF,Subsidiary,665.0
Account_4609_D,85322941,Site_Y673,Partner,Healthcare,8750829.0,Hot,+1-5211546387,+1-6875048801,https://www.bzharpvr.com,QAX,Public,418.0
Account_6456_O,65155801,Site_L407,Prospect,Healthcare,6767636.0,Warm,+1-6714970834,+1-9820857023,https://www.yjyragpe.com,CGF,Public,250.0
Account_2721_D,62203873,Site_V585,Partner,Finance,8182262.0,Hot,+1-1809612703,+1-9477757093,https://www.hikhmxky.com,MPC,Subsidiary,937.0
Account_2739_C,85260378,Site_B367,Customer,Retail,9031492.0,Cold,+1-1560942803,+1-9197648253,https://www.tusgozya.com,IBP,Public,125.0
Account_6717_M,90153439,Site_B610,Partner,Finance,1736409.0,Cold,+1-0343906710,+1-2236183927,https://www.ofocobfq.com,BFG,Subsidiary,199.0
Account_5650_S,57439143,Site_V266,Partner,Retail,5654416.0,Warm,+1-8019641494,+1-7778389223,https://www.wdjwalrx.com,SKY,Public,600.0
Account_8150_U,96626398,Site_G450,Customer,Technology,9255688.0,Cold,+1-6408975250,+1-9671988028,https://www.sezopcdm.com,UDK,Subsidiary,473.0
Account_6102_S,87806783,Site_O713,Customer,Healthcare,4601179.0,Warm,+1-7649042433,+1-1770088927,https://www.kkndssrq.com,KEC,Public,790.0
Account_1375_X,23867566,Site_S725,Customer,Healthcare,9430912.0,Hot,+1-4772634841,+1-2019042547,https://www.vodjxwpx.com,WNQ,Private,415.0
Account_2938_M,99166455,Site_B800,Prospect,Retail,9448880.0,Hot,+1-5524422842,+1-6726162281,https://www.vecftrzs.com,EAN,Private,204.0
Account_5384_D,42225417,Site_V619,Customer,Retail,9086183.0,Cold,+1-8806783297,+1-2210527089,https://www.ltaqtrey.com,VUQ,Private,418.0
Account_8885_C,41062728,Site_E725,Prospect,Retail,9126939.0,Warm,+1-8739659350,+1-0215439681,https://www.agqpksjm.com,BWK,Private,680.0
Account_8171_P,50840813,Site_Q663,Partner,Finance,8356724.0,Cold,+1-1009662236,+1-9755407232,https://www.zardgyoz.com,MSG,Public,786.0
Account_8512_W,79636198,Site_Z171,Prospect,Finance,8107044.0,Warm,+1-9620669196,+1-0252635941,https://www.viqzdkcr.com,RMS,Public,590.0
Account_4219_Q,36028892,Site_M711,Partner,Finance,7584752.0,Cold,+1-1440242083,+1-8813856004,https://www.gwoxxmuf.com,TYK,Public,858.0
Account_1160_O,84847016,Site_Z300,Customer,Technology,2915357.0,Cold,+1-0684250025,+1-4574353184,https://www.ulzvhzxl.com,UWK,Private,252.0
Account_4947_J,11953165,Site_D544,Prospect,Healthcare,7690296.0,Warm,+1-2967638682,+1-5266423226,https://www.roxcptjb.com,YWC,Public,206.0
Account_1602_P,20308730,Site_L481,Prospect,Healthcare,4880575.0,Warm,+1-0570475824,+1-2573224633,https://www.vultsiyj.com,EWJ,Subsidiary,263.0
