Name,AccountNumber,Site,Type,Industry,AnnualRevenue,Rating,Phone,Fax,Website,TickerSymbol,Ownership,NumberOfEmployees
Prime International,ACC038,Branch,Customer,Technology,4974428.0,Cold,+1-914-877-3697,+1-901-786-8731,www.primeinternational.com,PRI,Subsidiary,338.0
Omega International_149,ACC149,Satellite,Partner,Retail,3917075.0,Cold,+1-4495148329,+1-2105806941,www.omegainternational.com,OME,Private,352.0
Alpha Technologies,ACC014,HQ,Customer,Manufacturing,3563844.0,Warm,+1-998-369-1144,+1-500-559-1584,www.alphatechnologies.com,ALP,Subsidiary,113.0
Delta Dynamics_093,ACC093,Satellite,Customer,Technology,2291728.0,Warm,+1-9781879061,+1-4631929123,www.deltadynamics.com,DEL,Other,869.0
Prime Inc,ACC044,Branch,Prospect,Manufacturing,1454229.0,Warm,+1-806-873-1806,+1-966-579-4527,www.primeinc.com,PRI,Private,91.0
TestAccount4,10000004,Site_E,Customer,Technology,2500000.0,Warm,+1-800-555-1004,+1-800-555-2004,https://testaccount4.com,SYM4,Private,70.0
Global Technologies_071,ACC071,HQ,Partner,Energy,3363589.0,Warm,+1-3498752374,+1-5614664615,www.globaltechnologies.com,GLO,Public,386.0
Omega Technologies_165,ACC165,HQ,Prospect,Transportation,2615022.0,Hot,+1-9759988569,+1-5686202133,www.omegatechnologies.com,OME,Government,634.0
Prime Corp_026,ACC026,Main,Other,Education,4428009.0,Cold,+1-9573622185,+1-8698834055,www.primecorp.com,PRI,Private,717.0
Alpha Inc_121,ACC121,HQ,Partner,Manufacturing,2352712.0,Hot,+1-6651245589,+1-4169197295,www.alphainc.com,ALP,Subsidiary,431.0
Global Systems,ACC004,Branch,Partner,Healthcare,3333360.0,Warm,+1-170-233-9677,+1-926-794-8461,www.globalsystems.com,GLO,Subsidiary,421.0
Beta Technologies_032,ACC032,Regional,Customer,Transportation,2823927.0,Cold,+1-4128977621,+1-3585581579,www.betatechnologies.com,BET,Other,592.0
Global Industries_189,ACC189,HQ,Customer,Manufacturing,910872.0,Cold,+1-6723919780,+1-8693475083,www.globalindustries.com,GLO,Subsidiary,960.0
TestAccount2,10000002,Site_C,Customer,Technology,1500000.0,Warm,+1-800-555-1002,+1-800-555-2002,https://testaccount2.com,SYM2,Private,60.0
Prime Dynamics_170,ACC170,HQ,Partner,Education,6933821.0,Warm,+1-3055902198,+1-4207909483,www.primedynamics.com,PRI,Private,912.0
Future Systems_082,ACC082,Branch,Partner,Technology,8145203.0,Hot,+1-9855615406,+1-4162712399,www.futuresystems.com,FUT,Private,205.0
Global Dynamics_173,ACC173,Main,Competitor,Energy,5478404.0,Warm,+1-1492254392,+1-2446364446,www.globaldynamics.com,GLO,Government,754.0
Tech Inc_060,ACC060,HQ,Other,Construction,9861740.0,Cold,+1-4447926260,+1-7971257886,www.techinc.com,TEC,Subsidiary,233.0
Global International_104,ACC104,HQ,Prospect,Finance,7807618.0,Hot,+1-7061624989,+1-7356041414,www.globalinternational.com,GLO,Government,561.0
Alpha International,ACC019,HQ,Partner,Healthcare,3898726.0,Cold,+1-482-563-2707,+1-947-635-1671,www.alphainternational.com,ALP,Public,208.0
Tech Systems_019,ACC019,Main,Competitor,Education,9769702.0,Hot,+1-2027859463,+1-2083623128,www.techsystems.com,TEC,Government,523.0
Prime Solutions,ACC028,Main,Customer,Healthcare,732365.0,Hot,+1-954-120-1376,+1-565-190-7320,www.primesolutions.com,PRI,Subsidiary,338.0
Smart Systems,ACC006,HQ,Prospect,Manufacturing,997476.0,Hot,+1-156-697-2537,+1-696-344-3196,www.smartsystems.com,SMA,Public,360.0
Future Industries,ACC009,Main,Prospect,Technology,1755789.0,Cold,+1-469-347-4636,+1-123-113-2433,www.futureindustries.com,FUT,Subsidiary,297.0
Alpha Corp_007,ACC007,Branch,Competitor,Energy,730255.0,Warm,+1-6405356290,+1-8059724806,www.alphacorp.com,ALP,Government,963.0
Delta Solutions_055,ACC055,Branch,Partner,Retail,1348916.0,Warm,+1-7601584853,+1-2913523187,www.deltasolutions.com,DEL,Subsidiary,300.0
Beta Group_059,ACC059,HQ,Partner,Transportation,1819878.0,Cold,+1-8843078650,+1-6625431756,www.betagroup.com,BET,Private,514.0
Tech Technologies_081,ACC081,Branch,Competitor,Transportation,8707240.0,Cold,+1-8081503294,+1-2856626286,www.techtechnologies.com,TEC,Public,753.0
Future Industries,ACC009,Main,Prospect,Technology,1755789.0,Cold,+1-469-347-4636,+1-123-113-2433,www.futureindustries.com,FUT,Subsidiary,297.0
Tech Technologies_095,ACC095,Branch,Partner,Energy,3360732.0,Hot,+1-1002899867,+1-3878988220,www.techtechnologies.com,TEC,Other,173.0
Alpha Ltd,ACC031,Branch,Customer,Healthcare,2914932.0,Cold,+1-657-322-1015,+1-328-541-4957,www.alphaltd.com,ALP,Subsidiary,150.0
Elite Dynamics,ACC001,HQ,Prospect,Finance,3717969.0,Warm,+1-771-404-6778,+1-771-972-1960,www.elitedynamics.com,ELI,Private,282.0
Tech Corp,ACC015,HQ,Partner,Finance,1883862.0,Cold,+1-385-681-9207,+1-584-880-3804,www.techcorp.com,TEC,Public,491.0
Future Ltd_137,ACC137,HQ,Partner,Finance,7174896.0,Warm,+1-1815154643,+1-8101982972,www.futureltd.com,FUT,Government,287.0
Smart Solutions,ACC030,Main,Customer,Finance,2663481.0,Cold,+1-559-695-6645,+1-831-930-6847,www.smartsolutions.com,SMA,Public,176.0
TestAccount2,10000002,Site_C,Customer,Technology,1500000.0,Warm,+1-800-555-1002,+1-800-555-2002,https://testaccount2.com,SYM2,Private,60.0
Delta Systems_082,ACC082,Main,Other,Healthcare,2511455.0,Cold,+1-8478779725,+1-3594301505,www.deltasystems.com,DEL,Private,480.0
Omega Group,ACC039,Branch,Partner,Finance,3350530.0,Warm,+1-675-521-9566,+1-352-575-6949,www.omegagroup.com,OME,Public,142.0
Omega Inc,ACC043,Branch,Customer,Manufacturing,2971393.0,Cold,+1-593-916-2744,+1-146-612-8798,www.omegainc.com,OME,Private,151.0
Elite Group_011,ACC011,Regional,Partner,Technology,9932934.0,Hot,+1-7876777291,+1-2343297166,www.elitegroup.com,ELI,Private,844.0
Global Systems_014,ACC014,HQ,Competitor,Technology,7373106.0,Cold,+1-1284835919,+1-9799699425,www.globalsystems.com,GLO,Private,304.0
Elite Ltd_091,ACC091,Branch,Other,Construction,6251901.0,Hot,+1-1883447734,+1-7127225203,www.eliteltd.com,ELI,Private,549.0
Smart Group_093,ACC093,Satellite,Customer,Construction,902145.0,Warm,+1-2347824960,+1-1765857577,www.smartgroup.com,SMA,Government,85.0
Omega Ltd_077,ACC077,Satellite,Customer,Construction,2280945.0,Warm,+1-7961982032,+1-5683567837,www.omegaltd.com,OME,Public,324.0
Future Inc_083,ACC083,HQ,Customer,Technology,5022155.0,Hot,+1-2295834809,+1-6552039567,www.futureinc.com,FUT,Other,362.0
Future Ltd_129,ACC129,HQ,Other,Technology,2590102.0,Cold,+1-6697905923,+1-7018508578,www.futureltd.com,FUT,Subsidiary,139.0
Global Technologies_185,ACC185,Main,Prospect,Construction,9391756.0,Cold,+1-6001391773,+1-2107873856,www.globaltechnologies.com,GLO,Other,297.0
Tech Group_127,ACC127,Satellite,Competitor,Transportation,5229189.0,Warm,+1-7788935579,+1-8147848304,www.techgroup.com,TEC,Other,899.0
Elite Inc_011,ACC011,Satellite,Other,Energy,6030479.0,Warm,+1-9375935985,+1-6353951335,www.eliteinc.com,ELI,Subsidiary,251.0
Global Technologies_018,ACC018,Satellite,Prospect,Media,5541957.0,Hot,+1-9337431680,+1-1769924262,www.globaltechnologies.com,GLO,Other,983.0
Acme Corp,ACC001,Main,Customer,Technology,1000000.0,Hot,+1-1234567890,+1-1234567891,www.acme.com,ACM,Public,100.0
Beta International_113,ACC113,Regional,Customer,Media,1992402.0,Warm,+1-7499278475,+1-1053707811,www.betainternational.com,BET,Subsidiary,972.0
Tech Dynamics_189,ACC189,Branch,Prospect,Transportation,4241370.0,Cold,+1-6947744031,+1-3408763952,www.techdynamics.com,TEC,Private,256.0
Smart Corp_150,ACC150,Branch,Competitor,Transportation,6986540.0,Warm,+1-7441838030,+1-7911115424,www.smartcorp.com,SMA,Private,349.0
Alpha Ltd_181,ACC181,Satellite,Customer,Finance,6248424.0,Cold,+1-4427268389,+1-1361912793,www.alphaltd.com,ALP,Other,267.0
Prime Technologies,ACC012,Branch,Customer,Manufacturing,3147773.0,Cold,+1-758-677-6543,+1-625-157-8355,www.primetechnologies.com,PRI,Subsidiary,319.0
Elite Ltd,ACC029,Branch,Partner,Technology,3104650.0,Warm,+1-755-931-4579,+1-873-459-3299,www.eliteltd.com,ELI,Subsidiary,261.0
Delta Inc_012,ACC012,HQ,Prospect,Retail,5522798.0,Warm,+1-2781028051,+1-3496631932,www.deltainc.com,DEL,Public,571.0
Elite Systems_149,ACC149,Main,Partner,Energy,558561.0,Warm,+1-6575875534,+1-2466413401,www.elitesystems.com,ELI,Subsidiary,381.0
Beta Dynamics_194,ACC194,Branch,Customer,Retail,6044587.0,Cold,+1-9325735720,+1-2257551772,www.betadynamics.com,BET,Private,224.0
Tech Corp_159,ACC159,Main,Other,Energy,3749316.0,Hot,+1-7173474351,+1-2615928976,www.techcorp.com,TEC,Government,680.0
Global Ltd_138,ACC138,Satellite,Competitor,Energy,6799938.0,Cold,+1-7388984757,+1-3751307704,www.globalltd.com,GLO,Other,756.0
Beta Industries,ACC036,Main,Partner,Manufacturing,817177.0,Warm,+1-249-761-8446,+1-724-179-5587,www.betaindustries.com,BET,Subsidiary,439.0
Beta Ltd,ACC030,HQ,Partner,Healthcare,603448.0,Warm,+1-493-333-6496,+1-552-721-8487,www.betaltd.com,BET,Subsidiary,219.0
Omega Industries,ACC047,HQ,Prospect,Finance,1314868.0,Warm,+1-123-852-4825,+1-156-315-7846,www.omegaindustries.com,OME,Subsidiary,58.0
Alpha Technologies,ACC014,HQ,Customer,Manufacturing,3563844.0,Warm,+1-998-369-1144,+1-500-559-1584,www.alphatechnologies.com,ALP,Subsidiary,113.0
Smart Technologies,ACC013,HQ,Prospect,Healthcare,3249426.0,Cold,+1-451-959-8288,+1-769-948-1983,www.smarttechnologies.com,SMA,Public,68.0
Beta Group_009,ACC009,Regional,Partner,Transportation,5389952.0,Warm,+1-8656306409,+1-2231062403,www.betagroup.com,BET,Public,418.0
Delta Dynamics_050,ACC050,Branch,Other,Transportation,2492404.0,Cold,+1-2641598985,+1-5642663923,www.deltadynamics.com,DEL,Government,680.0
Elite Systems_196,ACC196,HQ,Other,Energy,9963233.0,Hot,+1-3189024533,+1-8138324630,www.elitesystems.com,ELI,Subsidiary,513.0
Prime Systems_114,ACC114,HQ,Prospect,Energy,568543.0,Cold,+1-3421343005,+1-1393577035,www.primesystems.com,PRI,Government,344.0
Alpha Dynamics,ACC003,Main,Customer,Manufacturing,3347950.0,Hot,+1-198-658-8140,+1-180-233-4797,www.alphadynamics.com,ALP,Public,109.0
Global Dynamics,ACC039,Main,Prospect,Retail,3009347.0,Hot,+1-207-349-5950,+1-854-871-2682,www.globaldynamics.com,GLO,Private,431.0
Tech Technologies,ACC031,Branch,Prospect,Healthcare,1104540.0,Cold,+1-746-308-8642,+1-296-766-5974,www.techtechnologies.com,TEC,Private,495.0
Prime International_054,ACC054,Regional,Competitor,Retail,9632798.0,Cold,+1-2426638206,+1-5641958951,www.primeinternational.com,PRI,Public,603.0
Global International_157,ACC157,Regional,Partner,Media,4382847.0,Warm,+1-8411999197,+1-8818804023,www.globalinternational.com,GLO,Subsidiary,946.0
Future Inc,ACC045,HQ,Partner,Finance,1343923.0,Hot,+1-943-959-7192,+1-541-977-7799,www.futureinc.com,FUT,Public,463.0
TestAccount4,10000004,Site_E,Customer,Technology,2500000.0,Warm,+1-800-555-1004,+1-800-555-2004,https://testaccount4.com,SYM4,Private,70.0
Beta Solutions_180,ACC180,Branch,Partner,Education,4440794.0,Hot,+1-9116999591,+1-4624969807,www.betasolutions.com,BET,Subsidiary,279.0
Prime Inc,ACC018,HQ,Customer,Manufacturing,2050321.0,Warm,+1-906-324-3196,+1-819-456-5755,www.primeinc.com,PRI,Public,182.0
Elite Corp,ACC014,Branch,Partner,Manufacturing,2018393.0,Hot,+1-161-182-4007,+1-885-233-7691,www.elitecorp.com,ELI,Subsidiary,270.0
Omega Dynamics_028,ACC028,Main,Prospect,Transportation,4193032.0,Warm,+1-2486257600,+1-4534067781,www.omegadynamics.com,OME,Other,571.0
Smart Corp_021,ACC021,Regional,Partner,Manufacturing,7307858.0,Warm,+1-3845389524,+1-4262442040,www.smartcorp.com,SMA,Subsidiary,159.0
Prime Inc_177,ACC177,Main,Other,Education,6217516.0,Cold,+1-7149592892,+1-9516164065,www.primeinc.com,PRI,Subsidiary,174.0
Tech Solutions_120,ACC120,Branch,Prospect,Construction,4369380.0,Cold,+1-8847849432,+1-9516085273,www.techsolutions.com,TEC,Other,702.0
Omega Systems_125,ACC125,Satellite,Partner,Manufacturing,3086477.0,Hot,+1-3976798571,+1-7156857820,www.omegasystems.com,OME,Government,899.0
Omega Solutions_155,ACC155,Satellite,Customer,Media,6716145.0,Hot,+1-4347592374,+1-1169075135,www.omegasolutions.com,OME,Subsidiary,286.0
Delta Inc,ACC046,HQ,Customer,Manufacturing,4550189.0,Cold,+1-950-986-6097,+1-210-712-1327,www.deltainc.com,DEL,Public,174.0
Smart Dynamics,ACC024,Main,Prospect,Manufacturing,773212.0,Warm,+1-618-809-8467,+1-368-516-4881,www.smartdynamics.com,SMA,Subsidiary,357.0
TestAccount1,10000001,Site_B,Customer,Technology,1000000.0,Hot,+1-800-555-1001,+1-800-555-2001,https://testaccount1.com,SYM1,Public,55.0
Omega Industries_004,ACC004,Branch,Prospect,Manufacturing,7406323.0,Warm,+1-8473509361,+1-1737481991,www.omegaindustries.com,OME,Public,535.0
Future Ltd_169,ACC169,HQ,Other,Technology,9715974.0,Cold,+1-5129092657,+1-3181045952,www.futureltd.com,FUT,Other,571.0
Future International,ACC020,Branch,Partner,Healthcare,1592553.0,Warm,+1-186-336-2622,+1-537-783-8515,www.futureinternational.com,FUT,Subsidiary,403.0
Global Group_087,ACC087,Main,Prospect,Healthcare,1144362.0,Cold,+1-6462343440,+1-1213345238,www.globalgroup.com,GLO,Subsidiary,969.0
Delta Systems_122,ACC122,Main,Competitor,Manufacturing,5210686.0,Cold,+1-1061067190,+1-8542431618,www.deltasystems.com,DEL,Private,159.0
Beta Group_123,ACC123,Regional,Customer,Education,938263.0,Warm,+1-9422316794,+1-9491174229,www.betagroup.com,BET,Government,147.0
Beta Technologies_019,ACC019,Branch,Prospect,Construction,3749678.0,Hot,+1-4108544665,+1-3991084441,www.betatechnologies.com,BET,Private,666.0
Elite International_094,ACC094,Satellite,Prospect,Technology,5302477.0,Hot,+1-1902206526,+1-4716066805,www.eliteinternational.com,ELI,Public,409.0
Elite Ltd_023,ACC023,Satellite,Partner,Manufacturing,1744578.0,Cold,+1-6651035588,+1-4894714921,www.eliteltd.com,ELI,Private,396.0
Delta Industries_078,ACC078,Branch,Other,Construction,6584498.0,Warm,+1-5605236706,+1-4207437138,www.deltaindustries.com,DEL,Government,851.0
Global Solutions_110,ACC110,Satellite,Customer,Construction,1562209.0,Cold,+1-2399223122,+1-9564295321,www.globalsolutions.com,GLO,Public,260.0
Smart Group,ACC047,HQ,Partner,Manufacturing,4035021.0,Hot,+1-639-778-1420,+1-594-607-8753,www.smartgroup.com,SMA,Public,441.0
Global International_193,ACC193,HQ,Other,Transportation,8266762.0,Cold,+1-1033757948,+1-2999827546,www.globalinternational.com,GLO,Subsidiary,725.0
Global Systems_070,ACC070,HQ,Customer,Technology,1037060.0,Cold,+1-3215067096,+1-2138345341,www.globalsystems.com,GLO,Public,892.0
Beta Solutions_021,ACC021,Main,Other,Finance,7705517.0,Cold,+1-6809002629,+1-1829302923,www.betasolutions.com,BET,Public,259.0
Prime Solutions_025,ACC025,Main,Other,Construction,9014445.0,Cold,+1-4148797054,+1-8263055305,www.primesolutions.com,PRI,Government,752.0
Future Technologies_163,ACC163,Branch,Competitor,Technology,3749473.0,Hot,+1-6458688048,+1-2202759678,www.futuretechnologies.com,FUT,Government,211.0
Alpha International,ACC003,HQ,Prospect,Technology,624457.0,Hot,+1-364-870-2548,+1-974-219-4760,www.alphainternational.com,ALP,Public,343.0
Smart Ltd,ACC025,Main,Customer,Finance,1990515.0,Hot,+1-744-526-7839,+1-950-445-9931,www.smartltd.com,SMA,Public,169.0
Future Technologies,ACC010,HQ,Partner,Technology,3242107.0,Cold,+1-516-691-3581,+1-193-540-6779,www.futuretechnologies.com,FUT,Public,301.0
Beta Group_092,ACC092,HQ,Competitor,Healthcare,3643969.0,Cold,+1-3593502179,+1-5339342062,www.betagroup.com,BET,Government,662.0
Alpha Ltd_039,ACC039,HQ,Customer,Education,6145786.0,Cold,+1-2645731290,+1-1831594042,www.alphaltd.com,ALP,Other,590.0
Elite Solutions,ACC028,Branch,Partner,Finance,4717203.0,Hot,+1-690-430-8207,+1-526-591-8908,www.elitesolutions.com,ELI,Public,170.0
Future Group,ACC046,HQ,Customer,Retail,2880366.0,Warm,+1-295-894-7728,+1-386-126-8920,www.futuregroup.com,FUT,Private,486.0
Omega Industries_123,ACC123,Satellite,Other,Finance,7035762.0,Cold,+1-4533653279,+1-3724358864,www.omegaindustries.com,OME,Other,816.0
Tech Technologies_059,ACC059,HQ,Other,Transportation,2714654.0,Warm,+1-5907015736,+1-3443731369,www.techtechnologies.com,TEC,Subsidiary,82.0
Omega Dynamics_061,ACC061,Branch,Competitor,Manufacturing,3316187.0,Hot,+1-8684877908,+1-9715226684,www.omegadynamics.com,OME,Subsidiary,717.0
Elite International_148,ACC148,HQ,Other,Technology,2286445.0,Warm,+1-3653118838,+1-8777959151,www.eliteinternational.com,ELI,Subsidiary,879.0
Tech Solutions_036,ACC036,HQ,Other,Education,3243208.0,Warm,+1-2724402941,+1-3694795506,www.techsolutions.com,TEC,Subsidiary,432.0
Tech Systems_088,ACC088,Regional,Competitor,Transportation,9343086.0,Hot,+1-2814654461,+1-5819241022,www.techsystems.com,TEC,Subsidiary,157.0
Smart Ltd,ACC008,Branch,Partner,Retail,4572210.0,Cold,+1-402-989-3018,+1-959-341-9045,www.smartltd.com,SMA,Public,276.0
Prime International,ACC033,HQ,Partner,Healthcare,2286029.0,Hot,+1-370-710-9993,+1-869-555-3298,www.primeinternational.com,PRI,Private,197.0
Omega International,ACC048,Branch,Customer,Finance,4481500.0,Warm,+1-837-980-9112,+1-286-246-8500,www.omegainternational.com,OME,Public,80.0
Future Ltd_109,ACC109,Main,Customer,Technology,7995146.0,Cold,+1-2155184913,+1-1206637699,www.futureltd.com,FUT,Other,594.0
Global Technologies_115,ACC115,Branch,Customer,Finance,8366711.0,Hot,+1-4556035652,+1-1075678806,www.globaltechnologies.com,GLO,Other,449.0
Global Dynamics,ACC023,Main,Customer,Healthcare,4697253.0,Hot,+1-197-445-1502,+1-221-721-7641,www.globaldynamics.com,GLO,Public,421.0
Smart Ltd,ACC042,HQ,Prospect,Manufacturing,2804717.0,Cold,+1-229-853-6946,+1-607-712-8905,www.smartltd.com,SMA,Private,450.0
Smart International,ACC029,HQ,Prospect,Healthcare,1729986.0,Cold,+1-579-128-6880,+1-506-476-5142,www.smartinternational.com,SMA,Subsidiary,367.0
Prime Industries_065,ACC065,HQ,Partner,Retail,6869676.0,Cold,+1-6963857386,+1-3655172214,www.primeindustries.com,PRI,Government,216.0
Beta Industries_008,ACC008,Branch,Customer,Education,3397163.0,Warm,+1-6727867139,+1-9302125052,www.betaindustries.com,BET,Government,718.0
Global Industries_026,ACC026,Branch,Customer,Transportation,5247812.0,Warm,+1-9952495897,+1-6767971371,www.globalindustries.com,GLO,Public,148.0
Elite Inc_106,ACC106,Main,Competitor,Energy,8888984.0,Warm,+1-7199326898,+1-1275017161,www.eliteinc.com,ELI,Government,716.0
Delta Industries_130,ACC130,Main,Competitor,Transportation,7911970.0,Warm,+1-3745898148,+1-8555536221,www.deltaindustries.com,DEL,Other,698.0
Prime Group_197,ACC197,Main,Partner,Retail,3378404.0,Warm,+1-8751468677,+1-2126279032,www.primegroup.com,PRI,Government,127.0
Future Systems_067,ACC067,Branch,Competitor,Construction,4068327.0,Hot,+1-6122437679,+1-5008023149,www.futuresystems.com,FUT,Private,115.0
Future Industries_143,ACC143,Regional,Prospect,Technology,7893389.0,Warm,+1-9166626457,+1-7008091281,www.futureindustries.com,FUT,Public,95.0
Omega Dynamics,ACC038,Branch,Customer,Technology,4625615.0,Cold,+1-795-377-3792,+1-776-848-3661,www.omegadynamics.com,OME,Subsidiary,297.0
Omega Group_131,ACC131,Regional,Prospect,Transportation,6639465.0,Cold,+1-5526717165,+1-5035352096,www.omegagroup.com,OME,Government,223.0
Smart Corp_077,ACC077,Main,Customer,Technology,3653871.0,Cold,+1-8904256031,+1-9881237682,www.smartcorp.com,SMA,Government,592.0
Future Systems,ACC050,Branch,Partner,Technology,3490355.0,Warm,+1-324-462-2445,+1-346-619-4887,www.futuresystems.com,FUT,Private,364.0
Prime Ltd_175,ACC175,HQ,Partner,Energy,1330755.0,Warm,+1-8516651789,+1-9918655149,www.primeltd.com,PRI,Public,640.0
Beta Solutions,ACC021,Main,Customer,Retail,1041542.0,Cold,+1-977-640-6350,+1-381-246-9073,www.betasolutions.com,BET,Private,59.0
Elite Group,ACC027,Branch,Partner,Finance,3468708.0,Hot,+1-663-210-9283,+1-162-811-6265,www.elitegroup.com,ELI,Private,322.0
Smart Solutions_029,ACC029,HQ,Partner,Media,1966364.0,Cold,+1-8177742229,+1-9777846301,www.smartsolutions.com,SMA,Subsidiary,69.0
Alpha Corp_051,ACC051,Satellite,Partner,Finance,7501911.0,Hot,+1-7365863800,+1-4155894148,www.alphacorp.com,ALP,Private,648.0
Beta Ltd,ACC030,HQ,Partner,Healthcare,603448.0,Warm,+1-493-333-6496,+1-552-721-8487,www.betaltd.com,BET,Subsidiary,219.0
Future Group_045,ACC045,Main,Customer,Retail,7411285.0,Cold,+1-7544634079,+1-9385325653,www.futuregroup.com,FUT,Public,968.0
Beta Dynamics_047,ACC047,HQ,Other,Media,8636706.0,Cold,+1-7693337845,+1-7965373047,www.betadynamics.com,BET,Government,630.0
Alpha Dynamics_099,ACC099,Regional,Competitor,Education,6049434.0,Cold,+1-6781175025,+1-7353935920,www.alphadynamics.com,ALP,Private,450.0
Tech Dynamics_111,ACC111,Satellite,Competitor,Finance,2223490.0,Hot,+1-4838793836,+1-8436695669,www.techdynamics.com,TEC,Other,481.0
Beta Group_080,ACC080,Main,Customer,Healthcare,9383662.0,Cold,+1-5964497317,+1-8673661622,www.betagroup.com,BET,Other,482.0
Beta Group_045,ACC045,Regional,Partner,Healthcare,4816391.0,Warm,+1-9749929859,+1-2039918323,www.betagroup.com,BET,Public,598.0
Delta Group_086,ACC086,Branch,Other,Media,1622955.0,Hot,+1-4269746772,+1-7653484298,www.deltagroup.com,DEL,Public,621.0
Future Technologies_088,ACC088,HQ,Customer,Education,2366509.0,Warm,+1-8826612665,+1-1691678676,www.futuretechnologies.com,FUT,Subsidiary,807.0
Global Ltd_098,ACC098,Satellite,Customer,Education,5650490.0,Warm,+1-5468129543,+1-9875988203,www.globalltd.com,GLO,Government,369.0
Smart Corp,ACC002,HQ,Prospect,Manufacturing,3751122.0,Cold,+1-223-857-8413,+1-689-572-6821,www.smartcorp.com,SMA,Subsidiary,420.0
Alpha International_042,ACC042,Main,Other,Healthcare,3670510.0,Hot,+1-7164131870,+1-4707955739,www.alphainternational.com,ALP,Subsidiary,330.0
Delta Group_157,ACC157,Branch,Customer,Finance,7359179.0,Warm,+1-2214427104,+1-9895592173,www.deltagroup.com,DEL,Government,781.0
Tech Dynamics_056,ACC056,Regional,Prospect,Media,1957077.0,Warm,+1-6252612014,+1-8389119817,www.techdynamics.com,TEC,Private,777.0
Beta Ltd,ACC041,HQ,Partner,Finance,4842718.0,Hot,+1-312-515-7174,+1-486-656-6010,www.betaltd.com,BET,Private,290.0
Smart Industries_122,ACC122,HQ,Customer,Healthcare,2700985.0,Cold,+1-2796043903,+1-9647902448,www.smartindustries.com,SMA,Other,936.0
Future Group_132,ACC132,Branch,Other,Construction,9473246.0,Warm,+1-1692924619,+1-1409769824,www.futuregroup.com,FUT,Government,84.0
Omega Corp_111,ACC111,Regional,Partner,Healthcare,4260262.0,Warm,+1-9686682032,+1-3838275963,www.omegacorp.com,OME,Government,273.0
Smart International_120,ACC120,Main,Prospect,Retail,4979468.0,Warm,+1-3482172845,+1-2163914691,www.smartinternational.com,SMA,Government,999.0
Future International,ACC021,Main,Prospect,Healthcare,3675468.0,Hot,+1-958-939-8750,+1-904-863-9801,www.futureinternational.com,FUT,Private,51.0
Future Dynamics_154,ACC154,Regional,Partner,Finance,5955210.0,Warm,+1-4694636891,+1-3496642337,www.futuredynamics.com,FUT,Private,373.0
Alpha Dynamics_033,ACC033,Regional,Competitor,Manufacturing,7100388.0,Warm,+1-5412234650,+1-8482706509,www.alphadynamics.com,ALP,Public,445.0
Global Systems,ACC017,Main,Partner,Finance,2147481.0,Warm,+1-630-491-1866,+1-895-440-8572,www.globalsystems.com,GLO,Public,462.0
Omega Group,ACC013,HQ,Partner,Manufacturing,4435761.0,Hot,+1-815-260-8872,+1-971-335-9940,www.omegagroup.com,OME,Public,63.0
Prime International,ACC049,Branch,Prospect,Manufacturing,4145514.0,Cold,+1-564-549-5116,+1-216-599-6227,www.primeinternational.com,PRI,Subsidiary,496.0
Tech Solutions,ACC045,Main,Prospect,Healthcare,1967022.0,Warm,+1-987-990-6346,+1-723-841-4987,www.techsolutions.com,TEC,Public,345.0
Smart Group,ACC047,HQ,Partner,Manufacturing,4035021.0,Hot,+1-639-778-1420,+1-594-607-8753,www.smartgroup.com,SMA,Public,441.0
Global Industries_037,ACC037,Branch,Prospect,Education,3566022.0,Cold,+1-9344595751,+1-6959486327,www.globalindustries.com,GLO,Other,571.0
Tech Corp_068,ACC068,HQ,Customer,Education,3768587.0,Cold,+1-5725442823,+1-8445128883,www.techcorp.com,TEC,Subsidiary,303.0
Omega Industries_072,ACC072,Regional,Other,Healthcare,8090868.0,Warm,+1-7579961957,+1-3929587125,www.omegaindustries.com,OME,Government,840.0
Smart Ltd,ACC034,HQ,Customer,Finance,1289407.0,Hot,+1-719-942-4825,+1-602-963-7758,www.smartltd.com,SMA,Public,426.0
Tech Solutions_073,ACC073,HQ,Partner,Finance,9707276.0,Hot,+1-5368943241,+1-5067568161,www.techsolutions.com,TEC,Other,398.0
Elite Corp_057,ACC057,Main,Prospect,Construction,1843156.0,Hot,+1-7817721610,+1-6137574753,www.elitecorp.com,ELI,Government,99.0
Smart Inc_179,ACC179,Satellite,Partner,Finance,9110247.0,Warm,+1-1655315854,+1-5032675606,www.smartinc.com,SMA,Subsidiary,555.0
Smart Systems_064,ACC064,Branch,Partner,Finance,1683503.0,Cold,+1-6409529387,+1-7309133046,www.smartsystems.com,SMA,Private,501.0
Omega Industries_060,ACC060,Branch,Partner,Energy,2901495.0,Warm,+1-5653324768,+1-6985425174,www.omegaindustries.com,OME,Public,905.0
Omega Inc_155,ACC155,Branch,Prospect,Transportation,8313999.0,Cold,+1-5946171269,+1-7843874130,www.omegainc.com,OME,Public,202.0
Tech Corp_151,ACC151,Main,Customer,Energy,9547450.0,Cold,+1-1628348348,+1-3523083532,www.techcorp.com,TEC,Subsidiary,516.0
Omega Industries,ACC010,Branch,Customer,Retail,3915814.0,Warm,+1-606-882-8023,+1-250-225-9655,www.omegaindustries.com,OME,Private,478.0
Delta Group,ACC023,HQ,Partner,Retail,2943897.0,Cold,+1-772-741-6120,+1-117-275-4184,www.deltagroup.com,DEL,Subsidiary,60.0
